,path,file_name,path_OD,path_OC,disc_center,tag,dataset,shape,path_OD_png,path_OC_png
332,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0243.jpg,n0243.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0243.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0243.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0243_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0243_OC_img.png
333,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0244.jpg,n0244.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0244.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0244.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0244_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0244_OC_img.png
334,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0245.jpg,n0245.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0245.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0245.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0245_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0245_OC_img.png
335,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0246.jpg,n0246.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0246.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0246.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0246_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0246_OC_img.png
336,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0247.jpg,n0247.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0247.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0247.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0247_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0247_OC_img.png
337,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0248.jpg,n0248.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0248.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0248.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0248_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0248_OC_img.png
338,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0249.jpg,n0249.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0249.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0249.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0249_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0249_OC_img.png
339,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0250.jpg,n0250.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0250.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0250.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0250_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0250_OC_img.png
340,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0251.jpg,n0251.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0251.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0251.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0251_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0251_OC_img.png
341,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0252.jpg,n0252.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0252.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0252.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0252_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0252_OC_img.png
342,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0253.jpg,n0253.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0253.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0253.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0253_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0253_OC_img.png
343,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0254.jpg,n0254.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0254.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0254.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0254_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0254_OC_img.png
344,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0255.jpg,n0255.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0255.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0255.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0255_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0255_OC_img.png
345,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0256.jpg,n0256.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0256.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0256.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0256_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0256_OC_img.png
346,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0257.jpg,n0257.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0257.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0257.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0257_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0257_OC_img.png
347,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0258.jpg,n0258.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0258.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0258.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0258_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0258_OC_img.png
348,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0259.jpg,n0259.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0259.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0259.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0259_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0259_OC_img.png
349,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0260.jpg,n0260.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0260.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0260.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0260_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0260_OC_img.png
350,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0261.jpg,n0261.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0261.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0261.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0261_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0261_OC_img.png
351,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0262.jpg,n0262.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0262.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0262.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0262_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0262_OC_img.png
352,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0263.jpg,n0263.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0263.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0263.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0263_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0263_OC_img.png
353,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0264.jpg,n0264.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0264.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0264.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0264_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0264_OC_img.png
354,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0265.jpg,n0265.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0265.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0265.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0265_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0265_OC_img.png
355,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0266.jpg,n0266.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0266.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0266.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0266_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0266_OC_img.png
356,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0267.jpg,n0267.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0267.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0267.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0267_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0267_OC_img.png
357,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0268.jpg,n0268.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0268.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0268.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0268_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0268_OC_img.png
358,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0269.jpg,n0269.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0269.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0269.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0269_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0269_OC_img.png
359,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0270.jpg,n0270.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0270.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0270.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0270_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0270_OC_img.png
360,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0271.jpg,n0271.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0271.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0271.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0271_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0271_OC_img.png
361,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0272.jpg,n0272.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0272.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0272.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0272_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0272_OC_img.png
362,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0273.jpg,n0273.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0273.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0273.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0273_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0273_OC_img.png
363,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0274.jpg,n0274.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0274.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0274.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0274_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0274_OC_img.png
364,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0275.jpg,n0275.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0275.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0275.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0275_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0275_OC_img.png
365,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0276.jpg,n0276.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0276.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0276.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0276_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0276_OC_img.png
366,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0277.jpg,n0277.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0277.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0277.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0277_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0277_OC_img.png
367,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0278.jpg,n0278.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0278.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0278.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0278_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0278_OC_img.png
368,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0279.jpg,n0279.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0279.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0279.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0279_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0279_OC_img.png
369,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0280.jpg,n0280.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0280.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0280.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0280_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0280_OC_img.png
370,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0281.jpg,n0281.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0281.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0281.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0281_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0281_OC_img.png
371,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0282.jpg,n0282.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0282.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0282.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0282_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0282_OC_img.png
372,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0283.jpg,n0283.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0283.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0283.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0283_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0283_OC_img.png
373,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0284.jpg,n0284.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0284.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0284.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0284_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0284_OC_img.png
374,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0285.jpg,n0285.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0285.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0285.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0285_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0285_OC_img.png
375,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0286.jpg,n0286.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0286.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0286.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0286_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0286_OC_img.png
376,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0287.jpg,n0287.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0287.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0287.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0287_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0287_OC_img.png
377,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0288.jpg,n0288.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0288.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0288.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0288_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0288_OC_img.png
